ID,Loc,RAJ2000,DEJ2000,SNR,HRV,e_HRV,Teff,e_Teff,logg,e_logg,Vsini,[M/H],e_[M/H]
2M07503182+2724549,2084,117.6326,27.415264,92.192,32.175598,0.041142,3875.392,85.078,4.7335,0.1042,3.1268,0.075565,0.013713
2M07503182+2724549,2087,117.6326,27.415264,124.55,32.012299,0.025887,3845.608,72.451,4.6973,0.1063,3.8732,0.07518,0.010845
2M07503182+2724549,2086,117.6326,27.415264,128.77,31.907499,0.025418,3855.606,80.79,4.711,0.1052,3.76652,0.068219,0.012893
2M07503199+1450566,2470,117.633297,14.849058,92.605,26.283001,0.103424,3226.978,70.798,4.7596,0.1215,29.78516,-0.132309,0.023348
2M07503845+3745499,2382,117.660232,37.763874,174.73,-65.516403,0.014915,3610.234,63.024,4.6251,0.1264,4.96489,-0.339479,0.014009
2M07503989+2239534,2412,117.666217,22.664852,184.32,19.178101,0.014023,3739.406,70.479,4.7897,0.1126,1.75283,-0.060448,0.012464
2M07504260+1912327,2406,117.67751,19.209089,136.82,29.8696,0.021747,3763.321,70.548,4.8017,0.1132,3.05499,-0.084181,0.012361
2M07504260+1912327,2469,117.67751,19.209089,89.611,32.110199,0.054785,3776.327,77.912,4.8254,0.111,3.67815,-0.058597,0.014141
2M07504459+4911026,2285,117.68582,49.184082,104.98,-18.4596,0.033316,3522.351,74.25,4.8406,0.1374,6.96691,-0.625249,0.023921
2M07504459+4911026,2081,117.68582,49.184082,136.45,-18.567699,0.024348,3516.93,75.929,4.7937,0.1344,7.57809,-0.561599,0.024032
2M07504459+4911026,2098,117.68582,49.184082,148.31,-18.7404,0.020076,3505.644,66.515,4.8348,0.1368,6.40413,-0.568939,0.019683
2M07505233+2231498,2301,117.718076,22.530512,187.52,-7.68404,0.027092,3459.497,57.45,5.199,0.1236,13.5363,-0.193569,0.013036
2M07505233+2231498,2412,117.718076,22.530512,171.57,-13.6691,0.017574,3470.758,65.978,5.1426,0.1236,12.01988,-0.241779,0.016616
2M07505536+3055559,2314,117.730686,30.932205,101.66,-14.0221,0.145612,3618.751,73.743,4.8451,0.1062,67.14289,0.146681,0.013445
2M07505719+4502354,2289,117.73832,45.043175,93.59,-1.58747,0.034958,3545.098,74.689,4.8011,0.1243,6.09677,-0.322249,0.019654
2M07505719+4502354,2077,117.73832,45.043175,191.57,-2.39893,0.018151,3551.829,59.933,4.7761,0.1277,6.14922,-0.337019,0.013726
2M07505743+3530351,2292,117.73932,35.50975,83.843,-14.0888,0.044676,3610.779,80.907,4.7545,0.1191,7.33973,-0.237589,0.019835
2M07510022+1937579,2406,117.750958,19.632765,128.3,3.52876,0.058449,3412.834,66.129,5.1663,0.1256,26.16375,-0.273959,0.018173
2M07510135+3501568,2292,117.755664,35.032452,108.59,-5.12484,0.033597,3667.982,83.22,4.6612,0.1319,6.01257,-0.581539,0.023986
2M07510202+4006091,2288,117.758438,40.102535,88.135,86.303001,0.039959,3517.026,73.844,4.6441,0.1197,6.36942,-0.191919,0.018412
2M07510450+6507047,5246,117.768781,65.117996,88.314,5.15251,0.04834,3968.606,85.544,4.8013,0.1177,3.17234,-0.334129,0.01616
2M07510667+2939540,2085,117.777811,29.665012,48.344,22.7607,0.065509,3870.849,86.515,4.755,0.1077,4.11851,-0.031046,0.015073
2M07510893+4613320,2289,117.787248,46.225582,71.735,-0.406062,0.058944,3794.012,84.294,4.7174,0.1187,9.92362,-0.299179,0.018225
2M07510893+4613320,2077,117.787248,46.225582,133.8,-1.28887,0.025979,3801.65,73.279,4.7114,0.1195,6.4368,-0.276679,0.014193
2M07510926+5040361,2286,117.788587,50.676697,69.698,-43.228298,0.179301,3667.299,98.423,3.9718,0.0753,12.57477,-2.116449,0.078727
2M07511139+4510299,2289,117.797482,45.174976,72.051,45.500599,0.038908,3630.543,84.122,4.7194,0.1412,6.46979,-0.784139,0.028655
2M07511498+6459345,5246,117.812428,64.99292,77.987,-168.901001,0.050213,3930.481,95.304,5.3572,0.1607,4.84786,-1.323049,0.035763
2M07511638+1436510,2470,117.81825,14.614183,145.41,57.128601,0.015143,3580.872,74.75,5.0543,0.1309,6.18543,-0.494739,0.020973
2M07511932+6556438,5246,117.830524,65.945526,113.38,-25.6819,0.026869,3627.354,73.757,4.7626,0.1147,4.24072,-0.096642,0.015402
2M07512064+4708225,2289,117.836005,47.139606,171.44,-0.481295,0.022693,3998.971,72.316,4.8193,0.1199,3.60861,-0.347359,0.012037
2M07512426+2843427,2085,117.851124,28.728529,155.74,16.238199,0.029033,3798.926,71.841,4.8654,0.1384,6.04617,-0.725249,0.017962
2M07512426+2843427,2316,117.851124,28.728529,125.88,16.289301,0.03288,3801.329,77.209,4.9293,0.1339,6.04143,-0.645799,0.019238
2M07512426+2843427,2087,117.851124,28.728529,160.0,15.9378,0.026702,3788.539,81.898,4.8854,0.1337,5.61707,-0.657729,0.02161
2M07512568+3708000,2382,117.857029,37.133347,117.81,-29.858801,0.021984,3648.328,77.846,4.6813,0.1209,3.46601,-0.283179,0.018385
2M07512568+3708000,2292,117.857029,37.133347,123.6,-30.7297,0.027943,3650.08,78.859,4.7741,0.1177,4.81438,-0.204859,0.017892
2M07512721+2729398,2086,117.863394,27.494415,100.74,-7.11311,0.038191,3672.128,75.523,4.7229,0.1202,5.57096,-0.262129,0.016853
2M07512900+4446596,2080,117.87087,44.783226,133.34,-33.426498,0.040335,3905.91,74.16,4.7073,0.1155,9.56357,-0.207899,0.012578
2M07513366+6520457,5246,117.890263,65.346039,72.212,20.6812,0.092339,3515.985,77.268,4.8472,0.1192,7.91334,-0.193279,0.019869
2M07513423+5127484,2286,117.892627,51.463467,89.86,-0.888072,0.063373,3833.867,82.083,4.7871,0.1166,15.79429,-0.249009,0.016293
2M07513468+1743231,2406,117.894509,17.723104,118.26,29.095699,0.026044,3818.554,76.329,4.8228,0.1189,4.1685,-0.279109,0.014945
2M07513468+1743231,2469,117.894509,17.723104,92.054,29.3323,0.056835,3782.245,79.525,4.6768,0.1187,6.16325,-0.276559,0.016539
2M07513468+1743231,2471,117.894509,17.723104,107.66,29.121201,0.032181,3795.798,77.513,4.7398,0.1203,6.43413,-0.315239,0.01601
2M07513642+4634167,2289,117.901773,46.571323,125.06,-21.389,0.028966,3615.095,72.617,4.9092,0.1336,6.30449,-0.560779,0.020049
2M07513897+2542357,2413,117.912398,25.709927,126.28,46.264099,0.023808,3868.748,76.431,4.7892,0.1208,4.57457,-0.346809,0.014854
2M07513966+6514248,5246,117.915262,65.240227,88.082,21.3498,0.088395,3355.947,70.4,5.1057,0.1208,15.31087,-0.152629,0.020016
2M07514131+1428115,2470,117.922134,14.469869,80.002,33.385201,0.027084,3806.344,84.612,4.8001,0.1077,2.78663,-0.002856,0.015206
2M07514173+1606286,2470,117.923906,16.107954,167.21,-53.476501,0.017414,3724.057,76.566,4.8275,0.1208,3.41468,-0.300239,0.016712
2M07514239+2101439,2411,117.926656,21.028866,148.37,-9.82589,0.022544,3869.506,71.561,4.7954,0.1159,4.38521,-0.196109,0.012193
2M07514265+6546333,5246,117.927738,65.775932,96.484,-4.41632,0.056315,3535.913,73.588,4.7957,0.1195,6.78735,-0.191609,0.017925
2M07514774+2640407,2086,117.948958,26.677975,209.61,-2.89248,0.014753,3775.948,71.367,4.8459,0.1181,4.01024,-0.222839,0.013504
2M07514902+2212211,2411,117.954258,22.205885,162.12,-13.9247,0.020127,3694.984,65.02,4.8861,0.1139,2.64643,-0.055248,0.011392
2M07515391+2120246,2411,117.974651,21.340174,179.62,-4.20274,0.019346,3847.339,65.004,4.8006,0.1107,4.42283,-0.014438,0.0095582
2M07521459+2606259,2086,118.06082,26.107201,69.896,-13.5669,0.04166,3660.515,84.049,4.7001,0.1189,4.24434,-0.259499,0.020292
2M07521459+2606259,2413,118.06082,26.107201,94.354,-13.1526,0.027273,3646.123,76.329,4.6315,0.121,5.40132,-0.278389,0.017793
2M07522353+2046175,2411,118.098055,20.771532,189.64,42.794601,0.013912,3670.975,65.051,4.8233,0.1445,6.01008,-0.784879,0.018027
2M07522437+1920581,2411,118.101564,19.349493,152.17,9.78599,0.020902,3892.31,70.195,4.7518,0.1097,2.99399,-0.027791,0.010471
2M07522437+1920581,2406,118.101564,19.349493,200.1,9.93431,0.016449,3895.852,64.242,4.7457,0.1106,3.11882,-0.02408,0.0090069
2M07522638+3332144,2328,118.109933,33.537357,99.251,32.031101,0.037692,3567.637,71.052,4.8784,0.1123,4.55795,0.001977,0.014565
2M07522861+2932471,2085,118.119234,29.546427,159.14,22.5415,0.033089,3500.928,61.631,5.0331,0.1194,13.33829,-0.121779,0.013371
2M07522942+2746000,2086,118.122591,27.766682,112.53,-8.14458,0.032458,3989.362,78.534,4.6365,0.106,4.94254,0.013097,0.011245
2M07523401+4100565,2079,118.141727,41.01572,100.31,19.6633,0.03611,3479.419,75.366,4.9242,0.1157,8.85809,-0.081806,0.018593
2M07523428+0742241,5627,118.142841,7.706717,126.46,27.5891,0.032332,3763.547,71.643,4.8391,0.1117,10.01844,-0.04737,0.012401
2M07523616+6514357,5246,118.150674,65.243263,89.673,-14.131,0.037239,3905.834,82.089,4.7863,0.1114,4.98574,-0.128939,0.01418
2M07523639+3850196,2288,118.151635,38.838787,127.36,-26.546499,0.024021,3831.131,73.354,4.7713,0.1122,3.18456,-0.091441,0.012382
2M07523639+3850196,2382,118.151635,38.838787,110.4,-25.9571,0.024398,3831.184,83.563,4.812,0.1099,5.65887,-0.069284,0.015127
2M07524094+2553465,2413,118.170597,25.896271,200.35,45.000401,0.015768,3994.475,67.339,4.7976,0.1151,5.03802,-0.195389,0.0098355
2M07524479+3839558,2382,118.186637,38.665524,124.01,6.77062,0.111334,3753.761,78.341,4.674,0.1091,63.78228,-0.000914,0.014102
2M07525190+2348171,2412,118.216251,23.804764,299.01,-20.9884,0.009509,3655.385,61.735,4.7752,0.1255,5.58946,-0.326619,0.012811
2M07525446+1902287,2406,118.226929,19.041332,158.05,115.358002,0.017941,3590.823,64.967,4.6928,0.1224,6.06443,-0.245629,0.014217
2M07525446+1902287,2405,118.226929,19.041332,104.77,115.308998,0.023634,3589.823,73.95,4.6292,0.1207,3.81716,-0.243309,0.017569
2M07525446+1902287,2469,118.226929,19.041332,131.47,115.419998,0.028183,3588.529,69.108,4.6382,0.1219,5.11058,-0.250449,0.015815
2M07530085+1446251,2470,118.253562,14.773645,88.654,-25.718901,0.030127,3764.83,84.354,4.7887,0.1173,3.90787,-0.252829,0.018274
2M07530151+1923533,2411,118.256294,19.398151,166.43,-20.202801,0.020659,3892.396,72.823,4.9117,0.1385,2.63749,-0.761969,0.017142
2M07530151+1923533,2406,118.256294,19.398151,189.83,-19.954599,0.019298,3899.208,70.015,4.9356,0.1386,3.42697,-0.752909,0.015885
2M07531709+0740267,5627,118.321213,7.674088,38.038,30.342899,0.057137,3956.748,92.346,4.8042,0.1026,3.63463,0.071914,0.014582
2M07531800+2302381,2412,118.325004,23.043932,164.65,65.380699,0.016506,3950.697,75.297,4.8964,0.1243,2.00424,-0.455569,0.014316
2M07532096+2311161,2412,118.337373,23.187819,84.491,-8.2352,0.030181,3920.918,86.028,4.6954,0.1119,3.11595,-0.163659,0.015411
2M07532501+2204300,2412,118.354213,22.075005,108.92,138.766006,0.022907,3970.195,84.044,4.8941,0.1337,4.08602,-0.724529,0.019722
2M07532501+2204300,2411,118.354213,22.075005,110.65,138.914993,0.028551,3971.742,85.503,4.8942,0.1356,4.57773,-0.774749,0.020865
2M07533146+0740585,5627,118.381092,7.682918,256.93,26.2356,0.010917,3884.153,63.076,4.8447,0.1059,3.93088,0.118571,0.0081244
2M07533782+2840544,2316,118.407621,28.681797,106.11,70.019699,0.029551,3531.282,68.38,4.9161,0.111,3.86794,0.061763,0.013736
2M07533782+2840544,2337,118.407621,28.681797,108.57,69.9095,0.032586,3547.902,68.832,5.0409,0.1102,4.27346,0.077665,0.013505
2M07534609+2325435,2412,118.442051,23.428761,48.572,32.485802,0.077044,3991.415,92.755,4.7891,0.111,3.7853,-0.184639,0.016555
2M07534706+6534433,5246,118.446111,65.578697,71.432,48.569599,0.040471,3642.569,85.407,4.7254,0.1395,5.99377,-0.754329,0.028491
2M07534765+4504504,2077,118.448566,45.080688,134.79,15.8485,0.029043,3940.058,81.474,4.7352,0.1055,1.61935,0.031898,0.012346
2M07534765+4504504,2080,118.448566,45.080688,96.974,16.542601,0.041127,3922.491,86.629,4.7014,0.1048,4.22601,0.035824,0.01384
2M07535021+3330539,2328,118.459238,33.514973,132.53,4.25828,0.078894,3773.796,75.01,4.6961,0.112,31.3834,-0.074241,0.013446
2M07535842+1624127,2471,118.493424,16.40354,106.91,0.640835,0.041743,3643.41,71.799,4.6513,0.1124,14.26921,-0.030129,0.013928
2M07535641+0715349,5627,118.485057,7.259716,34.064,-10.0365,0.1048,3798.167,89.138,4.7393,0.108,6.27538,-0.024443,0.016908
2M07540230+3613570,2292,118.509623,36.232502,172.66,18.017099,0.023415,3505.197,62.972,4.9486,0.1411,7.28484,-0.647379,0.018868
2M07540322+1855504,2406,118.513447,18.930689,107.91,24.6696,0.027208,3572.081,72.601,4.8973,0.1227,5.62795,-0.282079,0.017785
2M07540322+1855504,2405,118.513447,18.930689,65.41,24.9426,0.045801,3560.958,79.498,4.8502,0.1195,5.36574,-0.225399,0.020192
2M07540577+2601459,2413,118.524053,26.029425,284.43,-2.51863,0.01202,3895.847,65.282,4.8227,0.116,4.94481,-0.178369,0.010127
2M07540905+1801142,2406,118.537733,18.020617,140.56,24.8589,0.019795,3661.844,70.086,4.683,0.1267,4.47116,-0.398189,0.016342
2M07540905+1801142,2469,118.537733,18.020617,125.52,24.362301,0.028789,3690.587,70.804,4.9417,0.1206,5.31827,-0.258829,0.014847
2M07540905+1801142,2471,118.537733,18.020617,122.08,24.3323,0.02586,3673.502,73.233,4.7344,0.1257,5.83929,-0.392529,0.01729
2M07541161+1737303,2469,118.548406,17.625111,118.77,-32.292099,0.034918,3550.25,74.334,4.7859,0.1328,8.36007,-0.526979,0.02191
2M07541161+1737303,2471,118.548406,17.625111,136.05,-32.020901,0.024869,3562.422,69.123,4.8918,0.1316,8.85034,-0.479549,0.018658
2M07541174+3720132,2382,118.548932,37.337013,41.824,-53.4972,0.059951,3515.44,85.566,4.6666,0.1264,5.42838,-0.409799,0.026737
2M07541438+5024462,2285,118.559917,50.412842,103.41,8.91057,0.029067,3798.444,75.573,4.7282,0.1103,3.67341,-0.037946,0.013003
2M07541438+5024462,2290,118.559917,50.412842,112.75,8.61777,0.029721,3827.192,81.862,4.7482,0.1119,3.15391,-0.116259,0.015095
2M07541717+1602325,2471,118.571578,16.042364,97.07,11.4449,0.036984,3549.456,72.976,4.9658,0.1211,7.38431,-0.234709,0.017873
2M07541717+1602325,2470,118.571578,16.042364,92.596,11.3833,0.048401,3496.294,78.972,4.7388,0.1215,8.88792,-0.254319,0.021832
2M07541871+2056495,2411,118.577994,20.947084,198.6,53.688,0.013668,3811.154,64.068,4.7706,0.1196,4.10819,-0.239339,0.011039
2M07542212+0730214,5627,118.592202,7.505972,45.837,69.228897,0.074126,3721.899,84.218,4.8092,0.1089,3.71398,-0.008828,0.01647
2M07542322+1724056,2469,118.596754,17.401583,130.17,74.362396,0.021099,3467.098,69.916,4.7303,0.134,7.21772,-0.509389,0.021531
2M07542334+5004451,2285,118.59728,50.079201,75.065,23.566,0.063782,3374.387,73.821,5.1521,0.1261,16.47024,-0.307969,0.023233
2M07542334+5004451,2081,118.59728,50.079201,82.828,23.2005,0.068507,3341.428,71.672,5.1581,0.1278,17.73781,-0.329979,0.023327
2M07542503+1722284,2469,118.604333,17.37458,84.714,-8.04461,0.039064,3323.552,70.212,5.2019,0.1235,9.40481,-0.211229,0.021458
2M07542503+1722284,2471,118.604333,17.37458,91.965,-8.39942,0.034486,3363.748,70.575,5.4033,0.1236,8.38649,-0.227519,0.020828
2M07542739+3426154,2292,118.614142,34.437637,122.35,-13.2624,0.027971,3690.962,70.848,4.7837,0.1189,5.48694,-0.213799,0.014464
2M07542739+3426154,2398,118.614142,34.437637,131.24,-12.9217,0.024993,3696.368,70.732,4.752,0.1204,5.54575,-0.253719,0.014689
2M07542930+2556377,2086,118.622115,25.943813,62.375,-45.523701,0.0501,3713.526,81.333,4.9427,0.1148,3.90958,-0.156809,0.017127
2M07543415+6609554,5246,118.642323,66.16539,90.842,-4.89996,0.053239,3503.058,72.298,4.919,0.12,6.52184,-0.190329,0.018047
2M07544843+3751064,2382,118.701794,37.851784,122.94,-16.993299,0.021229,3958.335,82.18,4.6765,0.1018,2.41024,0.133021,0.011606
2M07544927+2410527,2412,118.705293,24.181307,138.99,43.979599,0.021113,3493.674,64.151,4.9174,0.1162,6.55073,-0.048,0.013774
2M07545307+6701317,5246,118.721146,67.025482,65.926,-46.541,0.054375,3916.344,87.036,4.8602,0.1144,4.38369,-0.234429,0.016445
2M07545335+2139088,2411,118.722324,21.652452,147.86,27.6658,0.018245,3730.894,68.102,4.7612,0.1135,4.21871,-0.069511,0.011949
2M07550183+4711140,2098,118.757653,47.187225,123.24,-10.4063,0.028543,3531.947,71.522,4.6559,0.1353,6.94017,-0.566669,0.021494
2M07550850+3027115,2385,118.785419,30.453218,130.19,26.049601,0.034964,3960.748,75.5,4.7098,0.1091,11.88229,-0.056746,0.011269
2M07551160+6548517,5246,118.798345,65.814384,86.55,17.5298,0.063348,3814.027,88.195,4.9422,0.1357,5.10952,-0.734629,0.024896
2M07551206+5257540,4531,118.800275,52.965,240.02,1.63925,0.00766,3489.887,57.912,5.0583,0.1228,5.54638,-0.183969,0.012689
2M07551206+5257540,2286,118.800275,52.965,269.25,1.98148,0.012048,3461.484,57.23,5.0332,0.122,7.15979,-0.151149,0.012602
2M07551221+3607000,2292,118.800888,36.116692,178.08,18.884001,0.020036,3462.287,62.844,4.8244,0.1509,7.35563,-0.841289,0.022176
2M07551359+1556001,2470,118.806665,15.933382,171.85,26.333799,0.022094,3725.509,63.114,4.7922,0.111,4.92334,0.026047,0.010023
2M07551809+1550156,2470,118.825391,15.83768,107.7,8.18139,0.029379,3631.053,72.968,4.8467,0.1204,5.42425,-0.244009,0.016454
2M07552020+3319500,2328,118.834184,33.330563,140.39,84.771004,0.018371,3914.575,85.042,4.7864,0.123,3.25657,-0.450379,0.01801
2M07552020+3319500,2398,118.834184,33.330563,220.25,84.585197,0.012437,3930.704,67.267,4.8814,0.1225,3.0761,-0.366839,0.011506
2M07552385+3516442,2292,118.849383,35.278946,116.98,-3.6064,0.024498,3441.752,68.623,5.0411,0.1325,7.37785,-0.459199,0.020863
2M07552385+3516442,2398,118.849383,35.278946,103.42,-4.48761,0.039236,3435.826,77.251,5.0513,0.1274,7.63097,-0.374359,0.024239
2M07552654+1428536,2470,118.8606,14.481567,96.32,-9.1483,0.029775,3755.925,77.793,4.8309,0.1189,3.34796,-0.266749,0.016282
2M07552794+2318013,2412,118.866446,23.300381,149.1,33.700199,0.023713,3712.22,66.675,4.8498,0.1138,2.66784,-0.065453,0.011734
2M07552983+2556355,2086,118.87432,25.943216,100.04,-21.090599,0.032636,3324.531,73.727,5.1682,0.1235,12.35378,-0.227109,0.023439
2M07552983+2556355,2088,118.87432,25.943216,64.983,-20.973101,0.078415,3322.537,77.369,5.135,0.1258,12.52853,-0.299759,0.02656
2M07553001+5100239,2286,118.875061,51.006657,134.77,20.8381,0.022857,3403.264,62.368,5.3513,0.113,8.35141,0.078563,0.013518
2M07553001+5100239,2290,118.875061,51.006657,162.58,21.1364,0.018887,3362.932,58.275,5.1912,0.1173,8.908,-0.00258,0.013313
2M07553180+1821508,2405,118.88253,18.364117,127.26,35.076302,0.02327,3879.273,77.657,4.9096,0.1213,3.52452,-0.366119,0.015267
2M07553553+4407329,2080,118.898064,44.125828,54.35,93.236099,0.051995,3927.894,92.737,4.9668,0.1342,3.99705,-0.754919,0.024527
2M07553569+2356216,2412,118.898723,23.939352,194.15,31.424,0.019694,3867.672,65.888,4.8663,0.1228,5.31937,-0.347379,0.011665
2M07553576+4407411,2293,118.899021,44.12809,98.289,93.994003,0.029979,3858.707,89.431,4.7453,0.1369,5.95155,-0.780949,0.025061
2M07553685+2012188,2411,118.90357,20.205235,193.01,108.982002,0.013966,3692.203,65.738,4.8368,0.1459,6.23161,-0.825309,0.018372
2M07553916+3855364,2383,118.913203,38.9268,198.75,23.1667,0.017518,3719.419,60.269,4.9923,0.1094,5.95114,0.086624,0.0090217
2M07553916+3855364,2382,118.913203,38.9268,215.3,23.129999,0.013251,3706.481,68.85,4.9384,0.1083,6.05215,0.078154,0.011424
2M07554030+6541301,5246,118.917931,65.691696,96.734,-1.68195,0.079061,3705.656,81.932,4.7779,0.1257,6.08541,-0.438229,0.020649
2M07554258+2212581,2412,118.92744,22.21616,132.29,-14.9263,0.023554,3577.242,65.533,4.8596,0.1086,5.56455,0.128201,0.011713
2M07555165+1730365,2471,118.965226,17.510159,221.82,57.8536,0.01414,3857.471,66.299,4.8984,0.1264,4.61063,-0.436239,0.01254
2M07555284+6653492,5246,118.970204,66.897018,83.374,23.283899,0.049408,3605.333,77.287,4.7229,0.1244,6.49187,-0.355829,0.01986
2M07560503+1435490,2470,119.020994,14.596946,83.114,-53.311199,0.044724,3843.366,80.471,4.8529,0.1099,2.59645,-0.061859,0.013994
2M07561099+2955349,2316,119.045823,29.92638,116.5,8.64173,0.031959,3570.851,72.509,5.0755,0.133,9.55763,-0.531679,0.020623
2M07561552+1610304,2471,119.064701,16.175116,98.5,43.739399,0.030321,3933.767,79.463,4.7127,0.1041,4.73271,0.080817,0.011582
2M07561552+1610304,2470,119.064701,16.175116,114.09,43.004501,0.02142,3950.492,76.799,4.689,0.1048,4.12544,0.066213,0.01088
2M07561903+3647403,2399,119.079331,36.794552,115.85,2.94299,0.018602,3896.872,88.33,4.8086,0.1335,1.85554,-0.712289,0.022738
2M07561903+3647403,2292,119.079331,36.794552,162.52,3.4449,0.024915,3872.795,72.122,4.8131,0.1329,4.54276,-0.623929,0.015846
2M07561944+3437431,2292,119.081029,34.628662,215.3,3.66759,0.01505,3458.287,58.572,4.774,0.1312,6.7875,-0.382809,0.015089
2M07561944+3437431,2398,119.081029,34.628662,205.11,3.22587,0.018347,3483.915,58.636,4.9545,0.1282,6.36664,-0.320309,0.014143
2M07562017+3935254,2383,119.084067,39.590393,276.84,-50.543598,0.013479,3687.632,64.012,4.8273,0.1353,5.29139,-0.582689,0.015302
2M07562017+3935254,4532,119.084067,39.590393,240.7,-50.702599,0.011242,3687.425,63.742,4.8427,0.1337,5.43225,-0.542769,0.014844
2M07562151+2336048,2412,119.089645,23.601358,184.54,13.2106,0.01939,3792.89,61.742,4.7991,0.1091,7.37055,0.063916,0.0088415
2M07562300+2408238,2413,119.095852,24.139961,90.572,12.5135,0.035424,3894.719,80.452,4.7241,0.1072,3.39453,8.3e-05,0.012848
2M07562300+2408238,2412,119.095852,24.139961,148.9,12.5468,0.023385,3916.203,71.273,4.7581,0.109,3.9121,-0.020613,0.010456
2M07562853+1918422,2405,119.118882,19.311728,100.06,65.228104,0.030569,3976.235,82.872,4.6642,0.1153,4.11188,-0.262289,0.014607
2M07563066+0752461,5627,119.127754,7.879494,54.386,59.988098,0.046781,3690.972,85.499,4.7991,0.1075,5.14849,0.038595,0.01694
2M07563214+6519042,5246,119.133918,65.317841,63.738,-15.3073,0.075723,3996.638,91.704,4.7945,0.1145,4.94595,-0.281089,0.017117
2M07563272+4011016,2383,119.136363,40.183796,109.92,10.4988,0.029552,3858.538,81.391,5.0113,0.137,4.00433,-0.753589,0.021138
2M07563272+4011016,4532,119.136363,40.183796,59.48,11.1557,0.028924,3849.128,91.027,5.1246,0.1288,2.94401,-0.594299,0.023319
2M07563813+2047365,2405,119.158908,20.793493,73.288,-16.9505,0.052528,3923.673,86.022,4.8275,0.1118,1.52349,-0.160259,0.015339
2M07563901+2318070,2412,119.162552,23.301952,155.46,-24.7449,0.020413,3849.013,69.616,4.8161,0.1147,2.73426,-0.147169,0.011546
2M07564017+4558228,2289,119.167394,45.973003,85.273,66.805,0.034748,3515.8,74.256,4.9192,0.117,6.33432,-0.123459,0.017861
2M07564287+1443061,2470,119.178649,14.718369,84.17,-23.4238,0.031827,3686.786,80.82,4.8374,0.1113,3.50913,-0.050619,0.016359
2M07564349+3130208,2385,119.181224,31.505785,117.83,36.751598,0.026037,3452.859,76.965,4.7896,0.1341,6.99407,-0.538889,0.026069
2M07565498+3522176,2292,119.229119,35.371567,112.52,0.061807,0.030192,3787.85,78.638,4.8017,0.1102,2.03081,-0.042766,0.014063
2M07565498+3522176,2398,119.229119,35.371567,122.87,-0.770522,0.025041,3766.671,79.935,4.7598,0.1087,4.22163,-0.001135,0.014391
2M07565637+6527293,5246,119.234899,65.458145,50.979,14.7893,0.046339,3472.063,83.557,4.7956,0.1346,7.31274,-0.581079,0.02992
2M07565923+5140045,2290,119.246811,51.667919,62.778,105.170998,0.096147,3306.353,74.49,4.5203,0.1113,75.38762,0.097519,0.020048
2M07570331+3831131,2382,119.263807,38.520329,265.97,-3.69034,0.017545,3888.527,63.834,4.7284,0.1093,10.45201,0.016268,0.0087637
2M07571038+2843247,2316,119.293276,28.723545,216.85,77.211899,0.013915,3962.397,67.885,4.858,0.1218,3.32208,-0.364329,0.011329
2M07571038+2843247,2337,119.293276,28.723545,246.42,77.149696,0.01345,3976.192,68.262,4.877,0.1221,3.47512,-0.378249,0.011383
2M07571079+2134127,2410,119.29498,21.570213,120.47,27.5917,0.033872,3546.108,70.149,4.8946,0.1267,8.85238,-0.362249,0.018144
2M07571217+2324299,2412,119.300731,23.408329,161.69,38.256802,0.020607,3985.526,69.794,4.7346,0.11,2.8545,-0.063256,0.0097277
2M07571573+1857369,2405,119.315556,18.960253,194.2,18.055099,0.014411,3893.284,63.512,4.7495,0.1061,2.49339,0.108491,0.0081954
2M07571702+5008147,2285,119.320943,50.137444,85.423,5.98463,0.041244,3955.75,85.367,4.7786,0.1151,2.90483,-0.260299,0.015602
2M07571702+5008147,2290,119.320943,50.137444,116.67,5.74502,0.033542,3970.319,79.452,4.7967,0.1158,3.10456,-0.259579,0.013684
2M07571702+5008147,2081,119.320943,50.137444,86.578,5.13225,0.038495,3950.713,91.547,4.7617,0.1146,4.66681,-0.266449,0.017638
2M07571791+0748460,5627,119.324641,7.812789,42.917,22.2731,0.085141,3994.966,92.683,4.7045,0.1074,13.90913,-0.082894,0.015526
2M07572080+4620246,2289,119.336676,46.340191,177.16,11.8811,0.024655,3661.941,62.075,4.7627,0.1136,14.99339,-0.021503,0.01071
2M07572145+2033597,2411,119.339411,20.566597,115.13,31.507,0.024712,3583.174,69.456,4.8474,0.1111,5.05848,0.03622,0.013521
2M07572145+2033597,2405,119.339411,20.566597,96.957,31.690701,0.029911,3592.5,72.121,4.8968,0.1096,4.6904,0.063662,0.014007
2M07572489+1614181,2471,119.353717,16.238382,122.4,16.1499,0.026266,3753.549,70.666,4.8711,0.1054,5.30884,0.139731,0.010963
2M07572489+1614181,2470,119.353717,16.238382,155.49,16.0947,0.022533,3751.587,66.22,4.8507,0.1062,5.23167,0.138831,0.0098807
2M07572656+4703318,2294,119.360701,47.058853,120.73,27.667,0.030042,3854.16,77.0,4.8942,0.1205,3.71544,-0.335399,0.015144
2M07572696+4635514,2289,119.362336,46.597626,128.52,74.516197,0.041639,3923.616,77.24,4.7554,0.1186,17.04904,-0.310979,0.014054
2M07572791+1616567,2471,119.366304,16.282419,88.502,-34.160999,0.046396,3787.645,77.866,4.7629,0.1072,11.31358,0.043907,0.013149
2M07572791+1616567,2470,119.366304,16.282419,101.78,-34.2519,0.046784,3786.487,76.082,4.7268,0.1079,11.38938,0.031226,0.012769
