ID,Loc,RAJ2000,DEJ2000,SNR,HRV,e_HRV,Teff,e_Teff,logg,e_logg,Vsini,[M/H],e_[M/H]
2M08290609+0107019,5127,127.275378,1.117205,85.389,-7.27695,0.035958,3953.494,84.922,4.7583,0.1092,4.48776,-0.092904,0.014047
2M08290669-0026402,5127,127.27789,-0.444518,104.74,-19.320299,0.031194,3852.197,79.886,4.8059,0.1152,3.11193,-0.207609,0.014944
2M08290782+2203231,5632,127.28262,22.056417,45.029,28.5704,0.065489,3755.035,90.628,4.6994,0.1274,5.67336,-0.528979,0.024443
2M08290842+5012490,2297,127.285109,50.213631,135.25,-0.425487,0.032689,3890.469,79.772,4.7154,0.114,5.82559,-0.185889,0.014195
2M08291688+2155310,2402,127.320342,21.92528,122.84,-14.2381,0.024889,3636.796,71.748,4.613,0.1241,4.73794,-0.333909,0.016782
2M08291326+2237390,2408,127.305277,22.627502,151.41,0.435486,0.020594,3789.465,66.745,4.7303,0.1052,2.63106,0.153381,0.009559
2M08291688+2155310,2408,127.320342,21.92528,139.01,-14.0783,0.020581,3687.254,70.986,4.8124,0.1221,1.78978,-0.297839,0.015311
2M08292892+4309259,5638,127.37051,43.157215,80.352,-7.89632,0.058271,3583.805,78.851,4.75,0.1316,10.10183,-0.530609,0.02331
2M08293036+0056347,5127,127.376526,0.942989,116.73,14.8581,0.029887,3449.796,69.118,5.06,0.1276,8.56979,-0.347949,0.019569
2M08293422+2846505,2424,127.392619,28.780722,221.32,15.49,0.04103,3553.116,58.015,4.7987,0.1157,30.304,-0.020909,0.010764
2M08293510+2326578,5632,127.396285,23.44939,47.566,5.74694,0.064223,3842.145,87.091,4.6349,0.1067,6.74249,0.006493,0.015316
2M08294200+2640453,2421,127.425013,26.679266,121.91,22.768101,0.034708,3938.745,75.099,4.7003,0.1033,14.35159,0.123441,0.01025
2M08294583+1949078,2402,127.440975,19.818846,118.79,10.7174,0.026911,3985.135,78.768,4.8103,0.1115,4.78586,-0.145339,0.012449
2M08294719+2342260,5632,127.446666,23.707226,104.98,-0.695877,0.069285,3464.888,68.943,5.0097,0.1154,23.21667,-0.038961,0.015923
2M08295448+5054222,2297,127.477012,50.906178,95.993,-50.9105,0.038389,3342.852,74.411,5.4125,0.1568,7.97756,-0.976149,0.036508
2M08295706+1834000,2109,127.487767,18.566683,98.857,36.323601,0.030378,3829.424,82.911,4.7418,0.1049,6.89557,0.079491,0.013702
2M08300022+5120349,2297,127.500955,51.343044,31.782,49.354801,0.04927,3716.3,86.869,4.9227,0.1063,4.31092,0.058995,0.016739
2M08300065+2814217,2424,127.502732,28.239367,153.26,62.032398,0.020318,3622.235,63.123,5.1028,0.1168,7.97168,-0.100889,0.012031
2M08300224+0005543,5127,127.509346,0.098435,99.96,20.470301,0.029006,3958.809,82.634,4.8014,0.1091,4.19488,-0.083907,0.013298
2M08301023+5552503,2298,127.542626,55.880661,195.48,-7.93238,0.016491,3363.05,56.332,5.0358,0.128,7.48462,-0.262649,0.014719
2M08301415+5032213,2297,127.558966,50.539253,164.76,-7.61071,0.015814,3782.095,73.847,4.9157,0.1078,4.82992,0.047421,0.012097
2M08301884-0040258,5127,127.578525,-0.673836,117.3,57.769402,0.027948,3964.649,81.71,4.6715,0.1212,3.33634,-0.407649,0.01571
2M08302292+1938129,2402,127.595505,19.63693,256.37,-7.65009,0.01242,3972.683,66.468,4.7546,0.1132,3.65141,-0.132429,0.009461
2M08302466+5313202,2298,127.602753,53.222294,64.983,-0.912354,0.054155,3751.047,86.009,5.0285,0.1266,4.74657,-0.491819,0.022036
2M08303187+2536117,2421,127.632815,25.603251,142.96,50.340302,0.018369,3724.378,70.734,4.7562,0.1196,2.88343,-0.242239,0.014178
2M08303196+4627311,2300,127.633176,46.458656,558.61,29.200899,0.005473,3900.341,65.48,4.8761,0.1165,2.61096,-0.194599,0.010232
2M08303475+2152544,5632,127.644804,21.881783,63.864,-17.9604,0.050879,3501.316,77.609,4.8716,0.1177,6.95889,-0.151899,0.019847
2M08303614+2022046,2402,127.650592,20.367949,138.12,26.179701,0.020309,3731.883,69.656,4.8556,0.114,3.58245,-0.092654,0.012557
2M08304263+2757005,2424,127.677635,27.95015,138.02,-7.11627,0.027352,3790.824,70.311,4.8503,0.1126,2.79905,-0.074892,0.011898
2M08304981+4137261,5638,127.707549,41.623917,97.139,-5.74959,0.06116,3998.034,84.129,4.6789,0.1145,22.04956,-0.252919,0.014601
2M08305366+1902077,2109,127.723598,19.035477,109.58,69.990196,0.02919,3976.225,79.59,4.7238,0.1093,3.95485,-0.084269,0.012313
2M08305429+2337011,2408,127.72622,23.61698,239.38,-25.7647,0.013785,3727.481,62.093,4.9056,0.1186,4.08103,-0.176819,0.010984
2M08305687+5324078,2298,127.736993,53.402176,109.69,12.1233,0.036467,3848.874,76.417,4.6746,0.1113,8.18446,-0.085423,0.01297
2M08305687+5324078,2101,127.736993,53.402176,107.35,10.287,0.029686,3870.9,78.456,4.7216,0.1112,6.13946,-0.097739,0.013358
2M08311897+4527149,2300,127.829078,45.454159,78.096,-56.8666,0.036414,3485.063,77.747,5.0335,0.1229,6.46324,-0.281669,0.021906
2M08312122+2133167,2402,127.838458,21.554661,121.31,-14.8836,0.027543,3956.669,77.844,4.7358,0.1132,3.27695,-0.178889,0.012777
2M08313303+5417235,2298,127.887652,54.289883,140.6,17.601801,0.027023,3420.071,65.17,5.1117,0.1276,12.38797,-0.319279,0.018079
2M08313306+0010083,5127,127.887777,0.168994,72.501,32.0023,0.041168,3977.496,89.961,4.8292,0.1219,3.82217,-0.462559,0.018773
2M08313769+2225224,2408,127.907057,22.422894,171.99,-27.108299,0.022622,3626.348,65.061,4.8405,0.1317,7.78843,-0.482499,0.015794
2M08314063+6339555,5635,127.919309,63.665424,94.205,-62.024601,0.035074,3937.595,83.292,4.8087,0.1169,2.99806,-0.294099,0.015543
2M08314170+2344541,2416,127.923786,23.748384,242.32,52.945999,0.032179,3831.748,64.319,4.6697,0.1185,34.45879,-0.218149,0.010754
2M08314874+6244368,5635,127.953101,62.743565,113.99,-16.454201,0.033934,3993.16,79.185,4.8377,0.1059,8.60439,0.010805,0.011375
2M08320070+4617597,2300,128.002957,46.299931,62.567,3.56392,0.034803,3433.551,75.771,4.5752,0.127,6.75538,-0.358579,0.023323
2M08320586+2245571,5632,128.024419,22.765871,133.68,-13.2793,0.083546,3781.052,70.725,4.7024,0.1136,38.11536,-0.101279,0.01232
2M08321420+5416525,2298,128.059179,54.28125,97.246,-4.58933,0.030241,3785.747,78.825,4.9044,0.1148,2.9411,-0.171339,0.015264
2M08323599+4510175,2300,128.149988,45.171532,538.54,21.082899,0.004937,3720.678,63.696,4.9078,0.1289,4.92198,-0.441089,0.013487
2M08324177+5246242,2101,128.174071,52.773403,353.43,0.219181,0.006778,3678.649,61.584,4.8132,0.1217,4.36838,-0.236899,0.011807
2M08325167+5349554,2298,128.215292,53.832073,94.438,43.102299,0.057769,3624.063,76.332,4.7776,0.1233,18.09256,-0.330799,0.018792
2M08325485+2140143,2408,128.228576,21.670645,136.81,28.163401,0.025643,3421.65,62.252,5.2896,0.1127,11.98947,0.078884,0.013191
2M08325690+2520585,2421,128.237115,25.349588,99.11,7.4556,0.036438,3615.463,73.197,4.9115,0.1137,12.48533,-0.061779,0.015088
2M08330204+4244098,5638,128.258531,42.736076,279.85,30.8321,0.019239,3941.812,64.88,4.7042,0.1087,15.96614,0.01192,0.0085903
2M08330305+2246526,2407,128.262737,22.781296,83.495,-19.48,0.034154,3938.049,92.53,4.8839,0.126,3.96242,-0.559709,0.021579
2M08334137+4518261,2300,128.422382,45.307255,113.45,-10.1837,0.225675,3687.893,77.238,4.8251,0.1073,73.14758,0.075539,0.014077
2M08334378+2637248,2421,128.432424,26.623577,169.8,0.804295,0.018314,3915.934,69.312,4.8083,0.1184,3.83804,-0.266949,0.011551
2M08335477+2722309,2421,128.478214,27.375277,190.21,14.5939,0.016695,3559.888,60.616,4.9738,0.1285,6.64141,-0.364119,0.014086
2M08335899+2222487,2407,128.495793,22.380196,105.57,75.574699,0.021289,3841.149,80.116,4.6518,0.102,1.74578,0.172471,0.012125
2M08340634+4308266,5638,128.526451,43.140732,117.1,-27.283501,0.031582,3986.894,80.399,4.8178,0.1188,4.66831,-0.347889,0.014478
2M08340832+4327329,5638,128.534682,43.459145,39.538,29.1866,0.070962,3681.005,85.085,4.894,0.1103,3.31979,-0.03704,0.017758
2M08342999+5223072,2101,128.624972,52.385349,95.633,14.4866,0.027666,3584.501,74.61,4.6347,0.1183,5.30652,-0.181979,0.017287
2M08343556+2608301,2421,128.648182,26.141722,97.034,47.0578,0.032179,3509.489,75.12,4.7571,0.1332,6.46949,-0.527889,0.023338
2M08344190+4529069,2300,128.674604,45.485256,239.24,13.5969,0.01263,3365.052,62.138,5.1344,0.1336,7.48773,-0.428779,0.01905
2M08344239+2615049,2421,128.676654,26.251383,103.39,-1.3434,0.028963,3727.841,80.54,4.8587,0.1409,6.05759,-0.795779,0.024262
2M08344245+2202095,2407,128.676886,22.035994,103.41,13.6738,0.035104,3373.042,74.189,3.6606,0.0536,8.50746,-1.001649,0.035575
2M08344865+2257525,2407,128.702742,22.964594,78.348,73.4375,0.026576,3903.979,85.429,4.6779,0.1001,1.52114,0.190491,0.012563
2M08345376+4247365,5638,128.724024,42.793484,54.115,14.3166,0.047131,3828.3,94.149,4.6198,0.128,5.62018,-0.579619,0.024929
2M08350332+2414291,2415,128.763839,24.241428,54.546,9.23699,0.057785,3620.533,82.917,4.8326,0.1099,18.10923,0.002094,0.017719
2M08350751+2352368,2416,128.781327,23.876902,92.331,-48.365398,0.035824,3754.949,82.453,4.7979,0.1258,4.0799,-0.459109,0.020091
2M08350780+4315580,5638,128.782502,43.266121,88.65,-14.5936,0.045913,3632.442,75.142,4.9989,0.1141,5.62548,-0.087014,0.015702
2M08351992+1408333,4534,128.833039,14.142608,435.25,14.4229,0.023008,3321.3,54.33,5.0555,0.1205,27.35899,-0.050934,0.012841
2M08351857+2354359,2407,128.827402,23.909975,154.42,29.572701,0.023796,3896.779,68.287,4.692,0.1038,4.30814,0.153061,0.0089598
2M08352213+5429179,2298,128.842216,54.488312,111.65,31.181101,0.035583,3953.407,80.877,4.8118,0.1177,4.91462,-0.310759,0.014743
2M08352213+5429179,2299,128.842216,54.488312,68.93,28.413,0.036757,3986.123,94.328,4.8047,0.1179,4.65404,-0.376639,0.01914
2M08352926+2415384,2416,128.871958,24.260672,396.36,18.486799,0.006358,3725.489,62.879,4.7511,0.1234,3.73242,-0.303319,0.01211
2M08352926+2415384,2415,128.871958,24.260672,177.21,18.543699,0.015538,3742.284,73.705,4.8109,0.1209,1.87103,-0.296189,0.015377
2M08352926+2415384,2407,128.871958,24.260672,332.74,18.280701,0.008753,3725.921,62.723,4.7712,0.1225,4.97645,-0.278349,0.011878
2M08353319+4417405,5638,128.888313,44.294598,50.628,49.2635,0.075064,3951.442,91.95,4.7647,0.1148,5.30261,-0.274159,0.017834
2M08354944+0251215,2425,128.956031,2.855988,145.72,-0.549094,0.017584,3717.691,75.499,4.872,0.1189,4.51056,-0.244889,0.015908
2M08355133+5406545,2298,128.963891,54.115162,212.86,4.48958,0.024808,3330.347,57.733,5.2163,0.1432,17.42208,-0.608779,0.019616
2M08355133+5406545,2299,128.963891,54.115162,163.56,4.89352,0.033141,3313.341,60.555,5.1681,0.1402,18.00528,-0.552489,0.020932
2M08355133+5406545,2101,128.963891,54.115162,240.64,5.00854,0.022571,3328.417,57.598,5.2254,0.1425,18.1677,-0.591699,0.019387
2M08355737+2730469,2421,128.989046,27.513035,151.54,-38.2155,0.021021,3561.344,64.849,4.7712,0.1169,4.22922,-0.091752,0.013353
2M08360074+2314188,2407,129.003124,23.238558,104.79,-11.9811,0.031492,3910.268,85.488,5.0753,0.1435,2.64442,-0.929749,0.024193
2M08360102+4344364,5638,129.004262,43.743465,100.5,-17.2285,0.057888,3346.885,66.091,5.1031,0.1127,15.04527,0.085086,0.015819
2M08361366+2523375,2421,129.056933,25.393761,106.33,7.79389,0.028564,3896.132,83.514,5.0404,0.1302,2.84053,-0.615439,0.019606
2M08361366+2523375,2415,129.056933,25.393761,101.62,7.60132,0.046052,3854.548,81.832,4.9668,0.1292,5.39635,-0.571369,0.019224
2M08361448+4310546,5638,129.060355,43.181843,65.451,4.26785,0.046042,3699.212,80.592,4.8053,0.1116,7.62746,-0.062921,0.016194
2M08362671+2628195,2421,129.111308,26.472086,545.59,-22.3123,0.005537,3772.411,62.108,4.8758,0.1134,4.01578,-0.051214,0.0097512
2M08362953+2254446,2407,129.123055,22.912415,223.81,21.8417,0.013017,3489.77,57.22,4.9013,0.1184,5.55201,-0.068951,0.011617
2M08364017+2358023,2415,129.167411,23.967308,90.379,4.21389,0.043857,3972.689,83.067,4.6924,0.1103,4.67369,-0.123219,0.013555
2M08364017+2358023,2407,129.167411,23.967308,102.81,4.45721,0.035354,3978.105,88.665,4.755,0.1082,4.51908,-0.088496,0.014706
2M08364080+2134331,2407,129.170015,21.575876,123.96,-16.301001,0.031103,3858.177,75.422,4.8015,0.1148,5.33617,-0.181399,0.013316
2M08364814+4259412,5638,129.20062,42.994785,37.616,-11.9695,0.094626,3611.879,81.831,5.2792,0.1058,8.82572,0.124991,0.016268
2M08364848+5406526,2298,129.202016,54.11462,221.92,-11.4365,0.012074,3560.977,59.404,4.8336,0.1232,4.8473,-0.225839,0.012534
2M08364848+5406526,2299,129.202016,54.11462,180.83,-11.2745,0.017115,3562.119,60.471,4.891,0.1213,6.07547,-0.184729,0.012577
2M08364848+5406526,2101,129.202016,54.11462,252.91,-11.0205,0.012332,3557.992,59.008,4.9464,0.1211,5.28117,-0.170059,0.012032
2M08365454+2416416,2416,129.227253,24.278225,73.734,100.487999,0.025379,3894.161,91.915,5.0154,0.1336,3.19492,-0.726059,0.02453
2M08365454+2416416,2415,129.227253,24.278225,78.977,100.734001,0.027127,3850.663,87.391,4.876,0.1342,4.52845,-0.709729,0.023318
2M08365454+2416416,2407,129.227253,24.278225,78.207,100.296997,0.036755,3834.802,93.64,4.7558,0.135,5.54664,-0.745739,0.027086
2M08370299+2354259,2416,129.262498,23.907213,79.523,16.3689,0.041143,3515.56,79.219,4.7229,0.1228,6.73194,-0.293279,0.021981
2M08370299+2354259,2415,129.262498,23.907213,43.057,16.133499,0.051266,3491.286,86.395,4.3839,0.1329,6.03559,-0.560579,0.030542
2M08370299+2354259,2407,129.262498,23.907213,94.165,15.5819,0.039895,3499.928,79.31,4.6737,0.1236,7.48307,-0.308919,0.022621
2M08370664+4310441,5638,129.277699,43.178928,54.341,-32.625999,0.073696,3843.269,86.602,4.7294,0.1108,3.45565,-0.111029,0.016248
2M08370799+1507475,4534,129.283298,15.129878,156.42,83.790497,0.015301,3663.59,65.523,4.7566,0.1262,5.92693,-0.366519,0.014338
2M08372285+2612245,2421,129.345215,26.206821,343.45,22.568399,0.0111,3546.963,59.401,4.6958,0.125,10.3729,-0.265279,0.01303
2M08372285+2612245,2415,129.345215,26.206821,269.45,21.629101,0.012905,3530.032,60.982,4.9045,0.1193,7.03412,-0.124209,0.012741
2M08372419+4208373,5638,129.350828,42.1437,40.57,8.06755,0.146422,3539.48,81.911,4.5753,0.1117,26.485,-0.017735,0.019183
2M08373021+0333458,2425,129.375893,3.562733,267.79,2.39244,0.008471,3440.533,59.025,5.1127,0.1262,6.65641,-0.259909,0.014489
2M08373375+2441321,2416,129.390656,24.692272,168.12,41.827202,0.024707,3829.753,68.987,4.8363,0.1278,5.09073,-0.475579,0.014069
2M08373375+2441321,2415,129.390656,24.692272,165.76,41.482498,0.021586,3855.506,74.614,4.8875,0.125,3.40298,-0.439389,0.015274
2M08373382+6846599,5625,129.390925,68.783325,70.511,-22.994301,0.047915,3616.975,78.405,4.9266,0.1154,4.92006,-0.129899,0.017555
2M08373839+0457051,2425,129.409991,4.951432,84.259,-25.4835,0.029901,3762.394,84.289,4.5812,0.1077,7.63924,0.012344,0.015638
2M08374217+2254551,2407,129.425723,22.915323,132.45,37.947399,0.046303,3558.492,67.934,4.9476,0.1095,17.55901,0.096613,0.012919
2M08375020+6324182,5635,129.459175,63.405056,45.984,-26.3783,0.072883,3326.745,77.688,5.1681,0.1212,10.20939,-0.187679,0.024872
2M08375376+5317268,2101,129.47403,53.290791,86.307,-38.729599,0.052515,3989.547,85.274,4.7403,0.1105,3.46051,-0.143289,0.014103
2M08380611+4211007,5638,129.525495,42.183529,44.971,-9.64814,0.044737,3771.175,88.581,4.5356,0.1144,5.82559,-0.193049,0.018989
2M08380992+0303039,2425,129.541338,3.051107,87.802,-9.92431,0.026366,3598.644,77.37,4.8871,0.1085,5.62341,0.069663,0.015555
2M08382419+2537015,2421,129.600811,25.617086,116.32,55.826,0.040794,3293.835,64.742,5.1338,0.1238,16.9122,-0.182759,0.019147
2M08382419+2537015,2415,129.600811,25.617086,103.95,55.055,0.034222,3296.334,72.573,5.1751,0.1213,9.68233,-0.157019,0.022659
2M08384082+2400517,2407,129.670112,24.014383,106.28,51.7533,0.040509,3983.279,79.383,4.6212,0.1057,6.23936,0.019722,0.011462
2M08384205+2720380,2421,129.67521,27.343893,96.725,51.315201,0.038479,3954.205,87.82,4.8937,0.1359,4.47662,-0.783239,0.022262
2M08384205+2720380,2472,129.67521,27.343893,103.61,52.398102,0.036622,3929.05,85.807,4.7957,0.1384,3.38797,-0.824059,0.022472
2M08384585+0213415,2425,129.691042,2.22822,175.42,28.460899,0.020755,3986.986,68.379,4.7391,0.1131,4.83281,-0.144189,0.0098523
2M08384920+4344379,5638,129.705021,43.743862,61.277,4.9338,0.065484,3965.135,90.654,4.8435,0.1166,3.41602,-0.323109,0.017711
2M08385664+5421554,2298,129.736022,54.365398,39.464,-40.760601,0.093652,3623.076,89.054,4.6466,0.1327,5.92148,-0.607109,0.028539
2M08391898+2512043,2415,129.829089,25.201208,114.45,63.6175,0.035444,3976.042,81.561,4.7822,0.1226,3.19036,-0.447269,0.015867
2M08392136+4356325,5638,129.839019,43.942364,58.697,15.6557,0.0944,3938.005,89.236,4.6448,0.1106,14.90734,-0.144639,0.015928
2M08392149+0259343,2425,129.839574,2.992868,107.77,-0.768987,0.026591,3805.263,75.724,4.7409,0.1128,4.30784,-0.108569,0.013511
2M08392770+1505242,4534,129.865426,15.09007,96.088,14.8734,0.022965,3502.091,67.211,5.1899,0.1402,7.08827,-0.647229,0.021064
2M08393439+6242597,5635,129.89332,62.71661,54.73,-36.7621,0.052765,3903.606,88.519,4.6921,0.1067,3.78416,-0.020681,0.015084
2M08393514+6335379,5635,129.896427,63.593876,70.333,-1.2054,0.043609,3723.655,78.707,4.718,0.1055,2.90342,0.111521,0.013703
2M08393717+0428152,2425,129.904898,4.470901,121.97,4.75705,0.03106,3937.892,77.956,4.8622,0.1183,5.93075,-0.310419,0.014077
2M08393723+2310359,2407,129.905138,23.176666,184.9,51.0923,0.02114,3816.172,63.21,4.7623,0.1132,2.73779,-0.066667,0.0097029
2M08393738+2424491,2407,129.905785,24.413645,136.99,25.259001,0.023205,3792.155,72.556,4.7983,0.122,3.47688,-0.335279,0.014592
2M08394074+4341333,5638,129.919783,43.692596,66.791,-57.950401,0.03933,3870.748,82.316,4.6382,0.0995,2.85003,0.230981,0.011907
2M08394350+6731408,5625,129.931283,67.528008,54.202,-19.8137,0.049378,3930.187,91.937,4.8236,0.1082,3.90562,-0.083385,0.016249
2M08394899+2557409,2415,129.954148,25.96137,201.47,8.16018,0.018284,3778.38,73.085,4.8271,0.1136,4.61987,-0.111289,0.013112
2M08400118+2543244,2421,130.004944,25.723469,116.56,18.455,0.024585,3623.3,69.641,5.2045,0.1116,7.24219,0.00988,0.013216
2M08400118+2543244,2415,130.004944,25.723469,85.852,18.8895,0.040413,3577.669,79.131,5.1579,0.1099,8.16507,0.031646,0.016885
2M08400285+6410050,5635,130.011886,64.168076,59.039,-22.9772,0.059302,3653.034,82.893,4.7796,0.1209,6.13352,-0.304389,0.020533
2M08400985+1148136,5115,130.041076,11.803795,210.2,4.01589,0.013677,3512.179,69.137,4.8074,0.1358,6.53131,-0.560399,0.020709
2M08404097+1221244,5115,130.170711,12.356794,263.29,42.906502,0.01214,3388.381,56.951,5.2473,0.1295,9.24741,-0.312499,0.014984
2M08403217+0454435,2425,130.134082,4.912105,137.0,50.2486,0.037149,3722.897,68.425,4.6672,0.1105,16.98635,0.012288,0.011565
2M08404126+2203567,2407,130.17195,22.065769,148.52,-4.94979,0.017355,3493.202,66.407,4.6947,0.137,6.16893,-0.570299,0.019924
2M08405402+2636068,2421,130.225107,26.601904,112.34,35.803799,0.028998,3416.681,67.108,5.0644,0.1191,6.95056,-0.113669,0.016837
2M08405402+2636068,2472,130.225107,26.601904,62.019,36.444698,0.033591,3387.343,77.611,4.9973,0.1177,6.27105,-0.115119,0.022124
2M08405559+2218173,2407,130.231644,22.304813,88.965,27.690001,0.101484,3406.569,76.706,5.1491,0.1252,12.37086,-0.309869,0.023848
2M08405571+2403385,2415,130.232161,24.060715,199.7,-39.889,0.057885,3892.237,66.122,4.7982,0.121,43.43102,-0.311459,0.011223
2M08405571+2403385,2407,130.232161,24.060715,211.38,-32.3195,0.036262,3889.546,66.103,4.7932,0.1212,29.38326,-0.316359,0.011279
2M08405682+1159436,5115,130.236787,11.995468,156.07,-5.6801,0.019857,3620.554,67.38,4.7255,0.1337,5.74553,-0.538759,0.017403
2M08410590+1207222,5115,130.274618,12.122847,68.257,43.335201,0.035503,3733.931,82.098,4.9128,0.1187,2.90075,-0.271549,0.018234
2M08411337+5346578,2299,130.305721,53.782745,145.12,-9.82631,0.026252,3812.84,69.958,4.8425,0.1164,4.3418,-0.182889,0.01231
2M08411337+5346578,2101,130.305721,53.782745,199.29,-9.75868,0.015153,3819.43,64.035,4.8356,0.1184,3.25245,-0.210709,0.010757
2M08412604+5225237,2102,130.358532,52.423271,140.2,29.5562,0.045616,3561.934,65.756,5.1598,0.1181,20.20226,-0.128929,0.013957
2M08412726+0237262,2425,130.363595,2.623956,156.76,68.963501,0.015307,3243.972,58.534,5.2255,0.136,7.05732,-0.424569,0.019966
2M08413237+2609046,2421,130.384911,26.151283,75.077,42.571999,0.042268,3512.054,74.993,5.0339,0.1159,6.54169,-0.096666,0.017938
2M08413237+2609046,2415,130.384911,26.151283,78.097,42.9865,0.047164,3454.553,72.675,4.9632,0.1146,6.08667,-0.031141,0.017481
2M08414290+2318468,2407,130.428776,23.313025,424.19,24.270201,0.007042,3578.009,58.401,4.9855,0.1151,7.93049,-0.013741,0.010546
2M08414713+2421418,2415,130.446393,24.36162,111.79,15.9254,0.032647,3956.523,77.43,4.6942,0.109,3.39102,-0.0585,0.011802
2M08415196+1211359,5115,130.466536,12.193307,64.513,24.394501,0.04289,3624.909,79.273,4.9377,0.1152,5.05254,-0.130689,0.017733
2M08415897+2358194,2415,130.495735,23.972073,96.451,41.209599,0.038658,3941.833,80.236,4.6931,0.1096,5.28957,-0.084468,0.012873
2M08415897+2358194,2407,130.495735,23.972073,105.21,33.990898,0.034284,3935.585,79.41,4.6775,0.1098,5.86165,-0.083357,0.012721
2M08415941+1059169,5115,130.497554,10.988044,114.87,26.0758,0.024514,3763.457,77.591,4.7248,0.1233,4.44693,-0.379769,0.017205
2M08420113+5447191,2298,130.504735,54.788658,106.83,5.04069,0.033571,3655.228,71.254,4.8168,0.1082,5.05336,0.088749,0.01266
2M08420113+5447191,2299,130.504735,54.788658,114.54,5.98936,0.023822,3633.611,72.869,4.7347,0.1093,5.82989,0.056407,0.013695
2M08420796+1051055,5115,130.53319,10.851554,288.89,59.218601,0.010635,3933.98,66.692,4.8618,0.119,3.56673,-0.275039,0.010716
2M08420947+1053524,5115,130.539479,10.897909,173.68,29.5895,0.019221,3646.538,66.113,4.77,0.127,5.66578,-0.381669,0.014947
2M08421343+2342495,2415,130.555965,23.713758,112.26,23.860399,0.034148,3947.289,77.292,4.757,0.1082,1.9289,-0.03197,0.011682
2M08421623+2716011,2472,130.567645,27.266993,144.94,26.210699,0.023716,3846.782,70.993,4.7844,0.1156,3.63396,-0.179189,0.012176
2M08421906+2754211,2472,130.579419,27.905869,86.727,1.71303,0.044559,3996.323,89.804,4.7569,0.1101,3.45001,-0.152069,0.015337
2M08422322+1300112,5115,130.59678,13.003123,49.0,41.828701,0.058638,3891.907,90.548,4.7974,0.1057,4.81083,0.005042,0.015588
2M08424100+2617296,2415,130.670871,26.291571,188.6,-26.0744,0.016888,3874.234,65.05,4.8154,0.1145,4.74843,-0.128929,0.0099796
2M08423098+2427306,2415,130.629124,24.458502,233.56,5.67443,0.012121,3586.223,61.482,5.0265,0.1331,5.91221,-0.484239,0.015048
2M08423158+1143180,5115,130.631618,11.721682,71.463,35.423,0.037736,3641.9,83.509,4.7142,0.1316,5.98439,-0.567919,0.024596
2M08424100+2617296,2472,130.670871,26.291571,168.75,-26.1574,0.022655,3881.39,71.25,4.8062,0.1136,2.11329,-0.137259,0.011562
2M08424112-1417435,4267,130.671344,-14.29544,72.869,53.287998,0.020778,3953.303,86.864,4.7459,0.1108,4.72248,-0.146929,0.01505
2M08424655+5554529,2299,130.693971,55.914715,320.54,25.8727,0.008813,3909.674,66.748,4.864,0.1208,5.24276,-0.314679,0.011234
2M08425188+5122009,2102,130.716202,51.366917,139.74,-0.280023,0.163479,3446.215,62.039,4.9373,0.109,68.81768,0.175601,0.012036
2M08430055+1136205,5115,130.752295,11.605709,132.86,30.8106,0.01533,3588.694,73.795,4.8005,0.1121,3.38579,-0.013373,0.015288
2M08453488+2601445,2472,131.395335,26.029036,85.879,35.068298,0.035609,3796.206,80.469,4.8172,0.1173,5.30017,-0.247569,0.016348
2M08430169+0340348,2425,130.757047,3.676346,116.16,13.7999,0.040344,3884.193,75.749,4.6375,0.1129,8.05045,-0.137339,0.012749
2M08431265+0448445,2425,130.802733,4.812379,106.4,-24.2463,0.025022,3537.782,69.882,4.8153,0.1098,5.2224,0.087481,0.013916
2M08431332+5552371,2299,130.805537,55.876987,148.84,-2.49517,0.01942,3699.452,75.244,4.9847,0.1076,6.88462,0.074163,0.013339
2M08431367+2549161,2472,130.806985,25.821154,107.71,-1.02372,0.027912,3657.406,72.608,4.7278,0.112,3.9668,-0.027698,0.01396
2M08431367+2549161,2415,130.806985,25.821154,113.78,-0.915524,0.030408,3638.483,70.567,4.7566,0.1097,3.68901,0.054719,0.01294
2M08432017+2436226,2415,130.834057,24.606302,74.949,41.574001,0.02878,3572.353,79.395,4.8684,0.1125,6.19869,-0.04283,0.01785
2M08432205+1140247,5115,130.84191,11.673537,105.07,11.2443,0.025013,3900.77,83.023,4.7777,0.1135,3.36062,-0.190589,0.01505
2M08432358+2731162,2472,130.848287,27.521191,72.585,-52.020401,0.064788,3543.022,84.908,4.7613,0.1314,7.72716,-0.535679,0.027602
2M08433036+6803426,5625,130.876527,68.061836,88.75,-34.455002,0.034892,3982.668,89.521,4.7651,0.1115,3.55402,-0.185869,0.015755
2M08433713+2858552,2473,130.904718,28.982014,148.96,-5.87231,0.05403,3313.645,62.063,5.2177,0.1431,24.96319,-0.625109,0.022756
2M08433872+5523228,2299,130.911349,55.389675,148.79,-55.957802,0.023704,3911.29,81.614,4.7527,0.1103,4.40443,-0.099829,0.013738
2M08434869+1232542,5115,130.952894,12.548405,160.22,26.4522,0.016765,3716.615,71.057,4.7669,0.1131,3.99595,-0.070009,0.013
2M08434989+1204413,5115,130.9579,12.078166,66.717,60.499401,0.040853,3856.926,85.886,4.7872,0.1196,3.57775,-0.348639,0.018203
2M08440201+2250573,2407,131.008395,22.84927,120.52,-14.2917,0.02949,3470.216,68.585,4.9165,0.1279,7.85236,-0.360099,0.019014
